ParticipantID	HurricaneName	Rating	HurricaneGender	HurricaneAge
105	Kyle	4.5	male	young
105	Laura	4.5	female	old
105	Hanna	4.5	female	young
105	Marco	4.5	male	young
106	Arthur	2	male	old
106	Bertha	1.5	female	old
106	Cristobal	2	male	young
106	Dolly	2	female	old
106	Fay	2	female	old
106	Omar	1	male	young
106	Kyle	1	male	young
106	Laura	1	female	old
106	Hanna	1	female	young
106	Marco	1	male	young
107	Arthur	4	male	old
107	Bertha	4.5	female	old
107	Cristobal	4	male	young
107	Dolly	4	female	old
107	Fay	4	female	old
107	Omar	4	male	young
107	Kyle	4	male	young
107	Laura	4	female	old
107	Hanna	4	female	young
107	Marco	4	male	young
108	Arthur	4	male	old
108	Bertha	4	female	old
108	Cristobal	4	male	young
108	Dolly	4.5	female	old
108	Fay	4	female	old
108	Omar	4	male	young
108	Kyle	4	male	young
108	Laura	4	female	old
108	Hanna	4	female	young
108	Marco	4	male	young
109	Arthur	6	male	old
109	Bertha	6	female	old
109	Cristobal	6	male	young
109	Dolly	6	female	old
109	Fay	6	female	old
109	Omar	6	male	young
109	Kyle	6	male	young
109	Laura	6	female	old
109	Hanna	6	female	young
109	Marco	6	male	young
110	Arthur	2	male	old
110	Bertha	6.5	female	old
110	Cristobal	5	male	young
110	Dolly	1.5	female	old
110	Fay	1.5	female	old
110	Omar	3	male	young
110	Kyle	2.5	male	young
110	Laura	2.5	female	old
110	Hanna	3.5	female	young
110	Marco	2.5	male	young
111	Arthur	4	male	old
111	Bertha	2.5	female	old
111	Cristobal	2	male	young
111	Dolly	2	female	old
111	Fay	3.5	female	old
111	Omar	6	male	young
111	Kyle	3.5	male	young
111	Laura	5	female	old
111	Hanna	5	female	young
111	Marco	3	male	young
112	Arthur	4.5	male	old
112	Bertha	4.5	female	old
112	Cristobal	4.5	male	young
112	Dolly	5.5	female	old
112	Fay	3	female	old
112	Omar	4.5	male	young
112	Kyle	5	male	young
112	Laura	4	female	old
112	Hanna	5.5	female	young
112	Marco	4.5	male	young
113	Arthur	3	male	old
113	Bertha	5	female	old
113	Cristobal	3	male	young
113	Dolly	4	female	old
113	Fay	3.5	female	old
113	Omar	5.5	male	young
113	Kyle	5	male	young
113	Laura	4.5	female	old
113	Hanna	5	female	young
113	Marco	5	male	young
114	Arthur	6	male	old
114	Bertha	6	female	old
114	Cristobal	6	male	young
114	Dolly	6	female	old
114	Fay	6	female	old
114	Omar	6	male	young
114	Kyle	6	male	young
114	Laura	6	female	old
114	Hanna	6	female	young
114	Marco	6	male	young
115	Arthur	4	male	old
115	Bertha	4	female	old
115	Cristobal	4	male	young
115	Dolly	4	female	old
115	Fay	4	female	old
115	Omar	4	male	young
115	Kyle	4	male	young
115	Laura	4	female	old
115	Hanna	4	female	young
115	Marco	4	male	young
116	Arthur	2	male	old
116	Bertha	4	female	old
116	Cristobal	2	male	young
116	Dolly	2	female	old
116	Fay	3	female	old
116	Omar	4	male	young
116	Kyle	4	male	young
116	Laura	4	female	old
116	Hanna	3	female	young
116	Marco	4	male	young
117	Arthur	4.5	male	old
117	Bertha	4.5	female	old
117	Cristobal	5	male	young
117	Dolly	5	female	old
117	Fay	4.5	female	old
117	Omar	4.5	male	young
117	Kyle	5	male	young
117	Laura	4.5	female	old
117	Hanna	5	female	young
117	Marco	4.5	male	young
118	Arthur	6	male	old
118	Bertha	6	female	old
118	Cristobal	6	male	young
118	Dolly	6	female	old
118	Fay	6	female	old
118	Omar	6	male	young
118	Kyle	6	male	young
118	Laura	6	female	old
118	Hanna	6	female	young
118	Marco	6	male	young
119	Arthur	5	male	old
119	Bertha	5	female	old
119	Cristobal	4	male	young
119	Dolly	6	female	old
119	Fay	5	female	old
119	Omar	5	male	young
119	Kyle	6	male	young
119	Laura	5	female	old
119	Hanna	5	female	young
119	Marco	5.5	male	young
120	Arthur	4	male	old
120	Bertha	4	female	old
120	Cristobal	4	male	young
120	Dolly	4	female	old
120	Fay	4	female	old
120	Omar	4	male	young
120	Kyle	4	male	young
120	Laura	4	female	old
120	Hanna	4	female	young
120	Marco	4	male	young
121	Arthur	5.5	male	old
121	Bertha	5.5	female	old
121	Cristobal	5.5	male	young
121	Dolly	5.5	female	old
121	Fay	5.5	female	old
121	Omar	5.5	male	young
121	Kyle	5.5	male	young
121	Laura	5.5	female	old
121	Hanna	5.5	female	young
121	Marco	5.5	male	young
122	Arthur	5	male	old
122	Bertha	5	female	old
122	Cristobal	5	male	young
122	Dolly	5	female	old
122	Fay	5	female	old
122	Omar	5	male	young
122	Kyle	5	male	young
122	Laura	5	female	old
122	Hanna	5	female	young
122	Marco	5	male	young
123	Arthur	4	male	old
123	Bertha	4	female	old
123	Cristobal	4	male	young
123	Dolly	4	female	old
123	Fay	4	female	old
123	Omar	4	male	young
123	Kyle	4	male	young
123	Laura	4	female	old
123	Hanna	4	female	young
123	Marco	4	male	young
124	Arthur	4	male	old
124	Bertha	4.5	female	old
124	Cristobal	4.5	male	young
124	Dolly	4.5	female	old
124	Fay	4.5	female	old
124	Omar	5	male	young
124	Kyle	5	male	young
124	Laura	4.5	female	old
124	Hanna	4.5	female	young
124	Marco	4.5	male	young
125	Arthur	5	male	old
125	Bertha	6	female	old
125	Cristobal	7	male	young
125	Dolly	5	female	old
125	Fay	6	female	old
125	Omar	5.5	male	young
125	Kyle	7	male	young
125	Laura	7	female	old
125	Hanna	7	female	young
125	Marco	5.5	male	young
126	Arthur	4	male	old
126	Bertha	4	female	old
126	Cristobal	4	male	young
126	Dolly	4	female	old
126	Fay	4	female	old
126	Omar	4	male	young
126	Kyle	4	male	young
126	Laura	4	female	old
126	Hanna	4	female	young
126	Marco	4	male	young
127	Arthur	5	male	old
127	Bertha	5	female	old
127	Cristobal	5	male	young
127	Dolly	5	female	old
127	Fay	5	female	old
127	Omar	5	male	young
127	Kyle	5	male	young
127	Laura	5	female	old
127	Hanna	5	female	young
127	Marco	5	male	young
128	Arthur	4	male	old
128	Bertha	7	female	old
128	Cristobal	3	male	young
128	Dolly	5	female	old
128	Fay	4	female	old
128	Omar	7	male	young
128	Kyle	6	male	young
128	Laura	4	female	old
128	Hanna	5	female	young
128	Marco	5	male	young
129	Arthur	3	male	old
129	Bertha	6.5	female	old
129	Cristobal	4	male	young
129	Dolly	4	female	old
129	Fay	4	female	old
129	Omar	4.5	male	young
129	Kyle	3	male	young
129	Laura	1	female	old
129	Hanna	2	female	young
129	Marco	3	male	young
130	Arthur	3	male	old
130	Bertha	3	female	old
130	Cristobal	3	male	young
130	Dolly	3	female	old
130	Fay	3	female	old
130	Omar	3	male	young
130	Kyle	3	male	young
130	Laura	3	female	old
130	Hanna	3	female	young
130	Marco	3	male	young
131	Arthur	4	male	old
131	Bertha	4	female	old
131	Cristobal	4	male	young
131	Dolly	4	female	old
131	Fay	4	female	old
131	Omar	4	male	young
131	Kyle	4	male	young
131	Laura	4	female	old
131	Hanna	4	female	young
131	Marco	4	male	young
132	Arthur	5	male	old
132	Bertha	5	female	old
132	Cristobal	5	male	young
132	Dolly	5	female	old
132	Fay	5	female	old
132	Omar	5	male	young
132	Kyle	5	male	young
132	Laura	5	female	old
132	Hanna	5	female	young
132	Marco	5	male	young
133	Arthur	5.5	male	old
133	Bertha	2.5	female	old
133	Cristobal	3.5	male	young
133	Dolly	5	female	old
133	Fay	4.5	female	old
133	Omar	6	male	young
133	Kyle	4.5	male	young
133	Laura	5	female	old
133	Hanna	3	female	young
133	Marco	1.5	male	young
134	Arthur	4	male	old
134	Bertha	5	female	old
134	Cristobal	4	male	young
134	Dolly	3	female	old
134	Fay	5	female	old
134	Omar	5	male	young
134	Kyle	5	male	young
134	Laura	4	female	old
134	Hanna	5	female	young
134	Marco	4	male	young
135	Arthur	6	male	old
135	Bertha	6	female	old
135	Cristobal	6	male	young
135	Dolly	6	female	old
135	Fay	6	female	old
135	Omar	6	male	young
135	Kyle	6	male	young
135	Laura	6	female	old
135	Hanna	6	female	young
135	Marco	6	male	young
136	Arthur	6	male	old
136	Bertha	6	female	old
136	Cristobal	6	male	young
136	Dolly	6	female	old
136	Fay	6	female	old
136	Omar	6	male	young
136	Kyle	6	male	young
136	Laura	6	female	old
136	Hanna	6	female	young
136	Marco	6	male	young
137	Arthur	4	male	old
137	Bertha	5	female	old
137	Cristobal	4	male	young
137	Dolly	5	female	old
137	Fay	3	female	old
137	Omar	5	male	young
137	Kyle	4	male	young
137	Laura	3	female	old
137	Hanna	4	female	young
137	Marco	3	male	young
138	Arthur	4	male	old
138	Bertha	4	female	old
138	Cristobal	4	male	young
138	Dolly	4	female	old
138	Fay	4	female	old
138	Omar	4	male	young
138	Kyle	4	male	young
138	Laura	4	female	old
138	Hanna	4	female	young
138	Marco	4	male	young
139	Arthur	4	male	old
139	Bertha	3	female	old
139	Cristobal	4	male	young
139	Dolly	4	female	old
139	Fay	3	female	old
139	Omar	3	male	young
139	Kyle	3	male	young
139	Laura	4	female	old
139	Hanna	3	female	young
139	Marco	3	male	young
140	Arthur	4	male	old
140	Bertha	4	female	old
140	Cristobal	4	male	young
140	Dolly	4	female	old
140	Fay	4	female	old
140	Omar	4	male	young
140	Kyle	4	male	young
140	Laura	4	female	old
140	Hanna	4	female	young
140	Marco	4	male	young
141	Arthur	6	male	old
141	Bertha	6	female	old
141	Cristobal	6	male	young
141	Dolly	6	female	old
141	Fay	6	female	old
141	Omar	6	male	young
141	Kyle	6	male	young
141	Laura	5	female	old
141	Hanna	6	female	young
141	Marco	5	male	young
142	Arthur	3.5	male	old
142	Bertha	4.5	female	old
142	Cristobal	5.5	male	young
142	Dolly	1	female	old
142	Fay	6	female	old
142	Omar	2	male	young
142	Kyle	4	male	young
142	Laura	3	female	old
142	Hanna	4.5	female	young
142	Marco	5	male	young
143	Arthur	4	male	old
143	Bertha	4	female	old
143	Cristobal	4	male	young
143	Dolly	3.5	female	old
143	Fay	4	female	old
143	Omar	4	male	young
143	Kyle	4	male	young
143	Laura	4	female	old
143	Hanna	4	female	young
143	Marco	4	male	young
144	Arthur	4.5	male	old
144	Bertha	4.5	female	old
144	Cristobal	4.5	male	young
144	Dolly	4.5	female	old
144	Fay	4.5	female	old
144	Omar	4.5	male	young
144	Kyle	4.5	male	young
144	Laura	4.5	female	old
144	Hanna	4.5	female	young
144	Marco	4.5	male	young
145	Arthur	5	male	old
145	Bertha	5	female	old
145	Cristobal	5	male	young
145	Dolly	5	female	old
145	Fay	5	female	old
145	Omar	5	male	young
145	Kyle	5	male	young
145	Laura	5	female	old
145	Hanna	5	female	young
145	Marco	5	male	young
146	Arthur	4	male	old
146	Bertha	4	female	old
146	Cristobal	4	male	young
146	Dolly	4	female	old
146	Fay	4	female	old
146	Omar	4	male	young
146	Kyle	4	male	young
146	Laura	4	female	old
146	Hanna	4	female	young
146	Marco	4	male	young
147	Arthur	4	male	old
147	Bertha	4	female	old
147	Cristobal	4	male	young
147	Dolly	4	female	old
147	Fay	4	female	old
147	Omar	4	male	young
147	Kyle	4	male	young
147	Laura	4	female	old
147	Hanna	4	female	young
147	Marco	4	male	young
148	Arthur	2	male	old
148	Bertha	3	female	old
148	Cristobal	2	male	young
148	Dolly	5	female	old
148	Fay	4	female	old
148	Omar	6	male	young
148	Kyle	4	male	young
148	Laura	4	female	old
148	Hanna	3	female	young
148	Marco	5	male	young
149	Arthur	4.5	male	old
149	Bertha	6.5	female	old
149	Cristobal	5	male	young
149	Dolly	3.5	female	old
149	Fay	4	female	old
149	Omar	6	male	young
149	Kyle	2	male	young
149	Laura	4	female	old
149	Hanna	5.5	female	young
149	Marco	5.5	male	young
150	Arthur	4	male	old
150	Bertha	4	female	old
150	Cristobal	4	male	young
150	Dolly	4	female	old
150	Fay	4	female	old
150	Omar	4	male	young
150	Kyle	4	male	young
150	Laura	4	female	old
150	Hanna	4	female	young
150	Marco	4	male	young
151	Arthur	3.5	male	old
151	Bertha	3.5	female	old
151	Cristobal	4	male	young
151	Dolly	3.5	female	old
151	Fay	3	female	old
151	Omar	3	male	young
151	Kyle	3.5	male	young
151	Laura	3	female	old
151	Hanna	4	female	young
151	Marco	3.5	male	young
152	Arthur	4	male	old
152	Bertha	4	female	old
152	Cristobal	4	male	young
152	Dolly	4	female	old
152	Fay	4	female	old
152	Omar	4	male	young
152	Kyle	4	male	young
152	Laura	4	female	old
152	Hanna	4	female	young
152	Marco	4	male	young
153	Arthur	1	male	old
153	Bertha	4	female	old
153	Cristobal	7	male	young
153	Dolly	5	female	old
153	Fay	6	female	old
153	Omar	4	male	young
153	Kyle	5	male	young
153	Laura	3	female	old
153	Hanna	2	female	young
153	Marco	3	male	young
154	Arthur	5	male	old
154	Bertha	5	female	old
154	Cristobal	5	male	young
154	Dolly	5	female	old
154	Fay	5	female	old
154	Omar	5	male	young
154	Kyle	5	male	young
154	Laura	5	female	old
154	Hanna	5	female	young
154	Marco	5	male	young
155	Arthur	4	male	old
155	Bertha	4	female	old
155	Cristobal	4	male	young
155	Dolly	4	female	old
155	Fay	4	female	old
155	Omar	4	male	young
155	Kyle	4	male	young
155	Laura	4	female	old
155	Hanna	4	female	young
155	Marco	4	male	young
156	Arthur	5.5	male	old
156	Bertha	3.5	female	old
156	Cristobal	3.5	male	young
156	Dolly	4.5	female	old
156	Fay	2.5	female	old
156	Omar	4	male	young
156	Kyle	4	male	young
156	Laura	5	female	old
156	Hanna	6	female	young
156	Marco	5	male	young
157	Arthur	6	male	old
157	Bertha	6	female	old
157	Cristobal	6	male	young
157	Dolly	6	female	old
157	Fay	6	female	old
157	Omar	6	male	young
157	Kyle	6	male	young
157	Laura	6	female	old
157	Hanna	6	female	young
157	Marco	6	male	young
158	Arthur	4	male	old
158	Bertha	4	female	old
158	Cristobal	4	male	young
158	Dolly	4	female	old
158	Fay	4	female	old
158	Omar	4	male	young
158	Kyle	4	male	young
158	Laura	4	female	old
158	Hanna	4	female	young
158	Marco	4	male	young
159	Arthur	5	male	old
159	Bertha	4.5	female	old
159	Cristobal	3.5	male	young
159	Dolly	4.5	female	old
159	Fay	4.5	female	old
159	Omar	4.5	male	young
159	Kyle	4.5	male	young
159	Laura	4.5	female	old
159	Hanna	5	female	young
159	Marco	4.5	male	young
160	Arthur	5	male	old
160	Bertha	5	female	old
160	Cristobal	5	male	young
160	Dolly	5	female	old
160	Fay	5	female	old
160	Omar	5	male	young
160	Kyle	5	male	young
160	Laura	5	female	old
160	Hanna	5	female	young
160	Marco	5	male	young
161	Arthur	1	male	old
161	Bertha	2	female	old
161	Cristobal	3	male	young
161	Dolly	3	female	old
161	Fay	4	female	old
161	Omar	4	male	young
161	Kyle	5	male	young
161	Laura	5	female	old
161	Hanna	4	female	young
161	Marco	5	male	young
162	Arthur	5	male	old
162	Bertha	4.5	female	old
162	Cristobal	4.5	male	young
162	Dolly	4.5	female	old
162	Fay	4.5	female	old
162	Omar	4.5	male	young
162	Kyle	4.5	male	young
162	Laura	4.5	female	old
162	Hanna	5	female	young
162	Marco	4	male	young
163	Arthur	4.5	male	old
163	Bertha	4.5	female	old
163	Cristobal	4	male	young
163	Dolly	4	female	old
163	Fay	4.5	female	old
163	Omar	4	male	young
163	Kyle	3	male	young
163	Laura	4.5	female	old
163	Hanna	4.5	female	young
163	Marco	5	male	young
164	Arthur	6	male	old
164	Bertha	6	female	old
164	Cristobal	6	male	young
164	Dolly	6	female	old
164	Fay	6	female	old
164	Omar	6	male	young
164	Kyle	6	male	young
164	Laura	6	female	old
164	Hanna	6	female	young
164	Marco	6	male	young
165	Arthur	4	male	old
165	Bertha	4	female	old
165	Cristobal	4	male	young
165	Dolly	4	female	old
165	Fay	4	female	old
165	Omar	4	male	young
165	Kyle	4	male	young
165	Laura	4	female	old
165	Hanna	4	female	young
165	Marco	4	male	young
166	Arthur	4	male	old
166	Bertha	4	female	old
166	Cristobal	4	male	young
166	Dolly	4	female	old
166	Fay	4	female	old
166	Omar	4	male	young
166	Kyle	4	male	young
166	Laura	4	female	old
166	Hanna	4	female	young
166	Marco	4	male	young
167	Arthur	4	male	old
167	Bertha	4	female	old
167	Cristobal	4	male	young
167	Dolly	4	female	old
167	Fay	4	female	old
167	Omar	4	male	young
167	Kyle	4	male	young
167	Laura	4	female	old
167	Hanna	4	female	young
167	Marco	4	male	young
168	Arthur	4	male	old
168	Bertha	4	female	old
168	Cristobal	4	male	young
168	Dolly	4	female	old
168	Fay	4	female	old
168	Omar	4	male	young
168	Kyle	4	male	young
168	Laura	4	female	old
168	Hanna	4	female	young
168	Marco	4	male	young
169	Arthur	5	male	old
169	Bertha	5	female	old
169	Cristobal	5	male	young
169	Dolly	5	female	old
169	Fay	5	female	old
169	Omar	5	male	young
169	Kyle	5	male	young
169	Laura	5	female	old
169	Hanna	5	female	young
169	Marco	5	male	young
170	Arthur	4	male	old
170	Bertha	4	female	old
170	Cristobal	4	male	young
170	Dolly	4	female	old
170	Fay	4	female	old
170	Omar	4	male	young
170	Kyle	4	male	young
170	Laura	4	female	old
170	Hanna	4	female	young
170	Marco	4	male	young
171	Arthur	4	male	old
171	Bertha	4	female	old
171	Cristobal	4	male	young
171	Dolly	4	female	old
171	Fay	4	female	old
171	Omar	4	male	young
171	Kyle	4	male	young
171	Laura	4	female	old
171	Hanna	4	female	young
171	Marco	4	male	young
172	Arthur	7	male	old
172	Bertha	7	female	old
172	Cristobal	6	male	young
172	Dolly	7	female	old
172	Fay	6.5	female	old
172	Omar	7	male	young
172	Kyle	7	male	young
172	Laura	7	female	old
172	Hanna	7	female	young
172	Marco	7	male	young
173	Arthur	5	male	old
173	Bertha	5	female	old
173	Cristobal	5	male	young
173	Dolly	5	female	old
173	Fay	5	female	old
173	Omar	5	male	young
173	Kyle	5	male	young
173	Laura	5	female	old
173	Hanna	5	female	young
173	Marco	5	male	young
174	Arthur	3	male	old
174	Bertha	7	female	old
174	Cristobal	6	male	young
174	Dolly	6	female	old
174	Fay	5	female	old
174	Omar	4	male	young
174	Kyle	2	male	young
174	Laura	3	female	old
174	Hanna	1	female	young
174	Marco	7	male	young
175	Arthur	2	male	old
175	Bertha	4.5	female	old
175	Cristobal	3.5	male	young
175	Dolly	3.5	female	old
175	Fay	4.5	female	old
175	Omar	4.5	male	young
175	Kyle	5	male	young
175	Laura	2.5	female	old
175	Hanna	5.5	female	young
175	Marco	6	male	young
176	Arthur	5	male	old
176	Bertha	5	female	old
176	Cristobal	5	male	young
176	Dolly	5	female	old
176	Fay	5	female	old
176	Omar	5	male	young
176	Kyle	5.5	male	young
176	Laura	5	female	old
176	Hanna	5	female	young
176	Marco	5	male	young
177	Arthur	6	male	old
177	Bertha	6	female	old
177	Cristobal	6.5	male	young
177	Dolly	6	female	old
177	Fay	6	female	old
177	Omar	6	male	young
177	Kyle	6	male	young
177	Laura	6	female	old
177	Hanna	6	female	young
177	Marco	6	male	young
178	Arthur	5	male	old
178	Bertha	4.5	female	old
178	Cristobal	5	male	young
178	Dolly	5	female	old
178	Fay	5	female	old
178	Omar	5	male	young
178	Kyle	5	male	young
178	Laura	5	female	old
178	Hanna	5	female	young
178	Marco	5	male	young
179	Arthur	1	male	old
179	Bertha	2.5	female	old
179	Cristobal	6.5	male	young
179	Dolly	4.5	female	old
179	Fay	3.5	female	old
179	Omar	6	male	young
179	Kyle	3.5	male	young
179	Laura	3.5	female	old
179	Hanna	5	female	young
179	Marco	2	male	young
180	Arthur	5.5	male	old
180	Bertha	2.5	female	old
180	Cristobal	4.5	male	young
180	Dolly	6.5	female	old
180	Fay	6.5	female	old
180	Omar	5	male	young
180	Kyle	2.5	male	young
180	Laura	4	female	old
180	Hanna	3.5	female	young
180	Marco	6.5	male	young
181	Arthur	2	male	old
181	Bertha	3.5	female	old
181	Cristobal	3	male	young
181	Dolly	1.5	female	old
181	Fay	1	female	old
181	Omar	2.5	male	young
181	Kyle	3.5	male	young
181	Laura	3	female	old
181	Hanna	3	female	young
181	Marco	3	male	young
182	Arthur	5	male	old
182	Bertha	4	female	old
182	Cristobal	5	male	young
182	Dolly	4	female	old
182	Fay	5	female	old
182	Omar	4	male	young
182	Kyle	5	male	young
182	Laura	5	female	old
182	Hanna	5	female	young
182	Marco	5	male	young
183	Arthur	5.5	male	old
183	Bertha	6	female	old
183	Cristobal	6	male	young
183	Dolly	6	female	old
183	Fay	5	female	old
183	Omar	5	male	young
183	Kyle	5.5	male	young
183	Laura	5	female	old
183	Hanna	5	female	young
183	Marco	5	male	young
184	Arthur	3	male	old
184	Bertha	5.5	female	old
184	Cristobal	1.5	male	young
184	Dolly	5	female	old
184	Fay	2	female	old
184	Omar	5	male	young
184	Kyle	5	male	young
184	Laura	4.5	female	old
184	Hanna	3.5	female	young
184	Marco	6.5	male	young
185	Arthur	4	male	old
185	Bertha	3.5	female	old
185	Cristobal	4	male	young
185	Dolly	4	female	old
185	Fay	4	female	old
185	Omar	4	male	young
185	Kyle	4	male	young
185	Laura	4	female	old
185	Hanna	4	female	young
185	Marco	4	male	young
186	Arthur	3	male	old
186	Bertha	3	female	old
186	Cristobal	5	male	young
186	Dolly	2	female	old
186	Fay	4	female	old
186	Omar	4	male	young
186	Kyle	3	male	young
186	Laura	5	female	old
186	Hanna	5	female	young
186	Marco	4.5	male	young
187	Arthur	2	male	old
187	Bertha	1	female	old
187	Cristobal	5	male	young
187	Dolly	6	female	old
187	Fay	2	female	old
187	Omar	3	male	young
187	Kyle	4	male	young
187	Laura	3	female	old
187	Hanna	7	female	young
187	Marco	6	male	young
188	Arthur	7	male	old
188	Bertha	7	female	old
188	Cristobal	6.5	male	young
188	Dolly	5	female	old
188	Fay	7	female	old
188	Omar	7	male	young
188	Kyle	5	male	young
188	Laura	7	female	old
188	Hanna	7	female	young
188	Marco	7	male	young
189	Arthur	3	male	old
189	Bertha	4	female	old
189	Cristobal	3	male	young
189	Dolly	3	female	old
189	Fay	2	female	old
189	Omar	2	male	young
189	Kyle	5	male	young
189	Laura	2	female	old
189	Hanna	5.5	female	young
189	Marco	4.5	male	young
190	Arthur	4	male	old
190	Bertha	4	female	old
190	Cristobal	4.5	male	young
190	Dolly	3.5	female	old
190	Fay	4.5	female	old
190	Omar	3.5	male	young
190	Kyle	3	male	young
190	Laura	3.5	female	old
190	Hanna	3	female	young
190	Marco	4.5	male	young
191	Arthur	1	male	old
191	Bertha	2	female	old
191	Cristobal	2	male	young
191	Dolly	3	female	old
191	Fay	4	female	old
191	Omar	6	male	young
191	Kyle	5	male	young
191	Laura	6	female	old
191	Hanna	4	female	young
191	Marco	6	male	young
192	Arthur	1.5	male	old
192	Bertha	4.5	female	old
192	Cristobal	6.5	male	young
192	Dolly	1	female	old
192	Fay	3	female	old
192	Omar	3	male	young
192	Kyle	4.5	male	young
192	Laura	4	female	old
192	Hanna	4.5	female	young
192	Marco	3	male	young
193	Arthur	4	male	old
193	Bertha	4	female	old
193	Cristobal	4	male	young
193	Dolly	4	female	old
193	Fay	4	female	old
193	Omar	4	male	young
193	Kyle	4	male	young
193	Laura	4	female	old
193	Hanna	3	female	young
193	Marco	4	male	young
194	Arthur	2.5	male	old
194	Bertha	5.5	female	old
194	Cristobal	6	male	young
194	Dolly	3.5	female	old
194	Fay	4	female	old
194	Omar	5	male	young
194	Kyle	2.5	male	young
194	Laura	2.5	female	old
194	Hanna	5	female	young
194	Marco	5.5	male	young
195	Arthur	5	male	old
195	Bertha	5	female	old
195	Cristobal	5.5	male	young
195	Dolly	6	female	old
195	Fay	5	female	old
195	Omar	5	male	young
195	Kyle	5.5	male	young
195	Laura	5	female	old
195	Hanna	4.5	female	young
195	Marco	5.5	male	young
196	Arthur	6	male	old
196	Bertha	1	female	old
196	Cristobal	4	male	young
196	Dolly	7	female	old
196	Fay	5	female	old
196	Omar	2	male	young
196	Kyle	4	male	young
196	Laura	2	female	old
196	Hanna	3	female	young
196	Marco	3	male	young
197	Arthur	3	male	old
197	Bertha	5	female	old
197	Cristobal	5	male	young
197	Dolly	2	female	old
197	Fay	4	female	old
197	Omar	4	male	young
197	Kyle	5	male	young
197	Laura	4	female	old
197	Hanna	4	female	young
197	Marco	3	male	young
198	Arthur	4	male	old
198	Bertha	3.5	female	old
198	Cristobal	3.5	male	young
198	Dolly	4	female	old
198	Fay	3	female	old
198	Omar	3.5	male	young
198	Kyle	4	male	young
198	Laura	3	female	old
198	Hanna	4	female	young
198	Marco	4.5	male	young
199	Arthur	5	male	old
199	Bertha	7	female	old
199	Cristobal	2	male	young
199	Dolly	5	female	old
199	Fay	4	female	old
199	Omar	7	male	young
199	Kyle	6	male	young
199	Laura	4	female	old
199	Hanna	3	female	young
199	Marco	4	male	young
200	Arthur	4	male	old
200	Bertha	4	female	old
200	Cristobal	5	male	young
200	Dolly	4	female	old
200	Fay	4	female	old
200	Omar	4	male	young
200	Kyle	4	male	young
200	Laura	4	female	old
200	Hanna	4	female	young
200	Marco	4	male	young
201	Arthur	5	male	old
201	Bertha	5	female	old
201	Cristobal	6	male	young
201	Dolly	7	female	old
201	Fay	5	female	old
201	Omar	6	male	young
201	Kyle	5	male	young
201	Laura	5	female	old
201	Hanna	4	female	young
201	Marco	5	male	young
202	Arthur	4.5	male	old
202	Bertha	4.5	female	old
202	Cristobal	4.5	male	young
202	Dolly	4	female	old
202	Fay	3.5	female	old
202	Omar	4	male	young
202	Kyle	4.5	male	young
202	Laura	4.5	female	old
202	Hanna	4.5	female	young
202	Marco	4.5	male	young
203	Arthur	5	male	old
203	Bertha	4.5	female	old
203	Cristobal	5.5	male	young
203	Dolly	3.5	female	old
203	Fay	6.5	female	old
203	Omar	3.5	male	young
203	Kyle	4.5	male	young
203	Laura	3.5	female	old
203	Hanna	2.5	female	young
203	Marco	2.5	male	young
204	Arthur	5	male	old
204	Bertha	5	female	old
204	Cristobal	5	male	young
204	Dolly	4.5	female	old
204	Fay	5	female	old
204	Omar	5	male	young
204	Kyle	5	male	young
204	Laura	4	female	old
204	Hanna	5	female	young
204	Marco	5	male	young
205	Arthur	2.5	male	old
205	Bertha	4.5	female	old
205	Cristobal	4	male	young
205	Dolly	2.5	female	old
205	Fay	3.5	female	old
205	Omar	3.5	male	young
205	Kyle	5	male	young
205	Laura	3.5	female	old
205	Hanna	4	female	young
205	Marco	4	male	young
206	Arthur	5	male	old
206	Bertha	5	female	old
206	Cristobal	5.5	male	young
206	Dolly	5	female	old
206	Fay	5	female	old
206	Omar	5	male	young
206	Kyle	5	male	young
206	Laura	5	female	old
206	Hanna	5	female	young
206	Marco	5	male	young
207	Arthur	5.5	male	old
207	Bertha	5.5	female	old
207	Cristobal	5.5	male	young
207	Dolly	5	female	old
207	Fay	6	female	old
207	Omar	5.5	male	young
207	Kyle	5.5	male	young
207	Laura	5	female	old
207	Hanna	5.5	female	young
207	Marco	6	male	young
208	Arthur	4	male	old
208	Bertha	4	female	old
208	Cristobal	4	male	young
208	Dolly	4	female	old
208	Fay	3	female	old
208	Omar	4	male	young
208	Kyle	4	male	young
208	Laura	4	female	old
208	Hanna	4	female	young
208	Marco	4	male	young
209	Arthur	4.5	male	old
209	Bertha	4	female	old
209	Cristobal	4	male	young
209	Dolly	5	female	old
209	Fay	4	female	old
209	Omar	5	male	young
209	Kyle	5	male	young
209	Laura	4	female	old
209	Hanna	4	female	young
209	Marco	5	male	young
210	Arthur	3.5	male	old
210	Bertha	5	female	old
210	Cristobal	3	male	young
210	Dolly	2	female	old
210	Fay	3	female	old
210	Omar	4	male	young
210	Kyle	2	male	young
210	Laura	2	female	old
210	Hanna	3	female	young
210	Marco	4	male	young
211	Arthur	3	male	old
211	Bertha	6	female	old
211	Cristobal	5	male	young
211	Dolly	4	female	old
211	Fay	3	female	old
211	Omar	5	male	young
211	Kyle	5	male	young
211	Laura	4	female	old
211	Hanna	4	female	young
211	Marco	4.5	male	young
212	Arthur	6	male	old
212	Bertha	6	female	old
