GameNum,PlayerID,GroupID,Date,Level,Wave,Funds,Health,Location,TurretType,Upgrade,Medicine,Virus,Count,Shot,Destroyed
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,1,270,3,1,PillShooter,0,Med B,blue,5,3,3
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,1,270,3,1,PillShooter,0,Med B,blue,5,2,2
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,1,270,3,2,PillShooter,0,Med R,red,15,4,4
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,1,270,3,2,PillShooter,0,Med R,red,15,8,6
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,1,270,3,3,PillShooter,0,Med R,red,15,2,0
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,1,270,3,3,PillShooter,0,Med R,red,15,6,5
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,2,330,3,1,PillShooter,0,Med B,blue,10,8,6
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,2,330,3,1,PillShooter,0,Med B,blue,10,5,4
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,2,330,3,2,PillShooter,0,Med R,red,10,3,3
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,2,330,3,2,PillShooter,0,Med R,red,10,7,7
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,3,240,3,1,PillShooter,0,Med B,blue,25,9,9
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,3,240,3,1,PillShooter,0,Med B,blue,25,12,8
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,3,240,3,2,PillShooter,0,Med R,red,5,5,5
1,DefendersEpi,DefendersEpi,11/9/2019 20:22,1,3,240,3,4,PillShooter,0,Med B,blue,25,8,8
2,Ep,Test,11/11/2019 2:07,1,1,90,3,1,PillShooter,0,Med R,red,15,11,9
2,Ep,Test,11/11/2019 2:07,1,1,90,3,1,PillShooter,0,Med B,blue,5,6,5
2,Ep,Test,11/11/2019 2:07,1,1,90,3,2,PillShooter,0,Med R,red,15,8,6
2,Ep,Test,11/11/2019 2:07,1,2,85,3,1,PillShooter,0,Med R,red,10,4,3
2,Ep,Test,11/11/2019 2:07,1,2,130,3,1,PillShooter,0,Med B,red,10,2,2
2,Ep,Test,11/11/2019 2:07,1,2,130,3,1,PillShooter,0,Med B,blue,10,3,3
2,Ep,Test,11/11/2019 2:07,1,2,130,3,1,PillShooter,0,Med B,blue,10,7,7
2,Ep,Test,11/11/2019 2:07,1,2,130,3,2,PillShooter,0,Med R,red,10,5,3
2,Ep,Test,11/11/2019 2:07,1,2,130,3,3,PillShooter,0,Med R,red,10,2,2
2,Ep,Test,11/11/2019 2:07,1,3,220,3,1,PillShooter,0,Med B,blue,25,8,7
2,Ep,Test,11/11/2019 2:07,1,3,220,3,1,PillShooter,0,Med B,blue,25,13,9
2,Ep,Test,11/11/2019 2:07,1,3,220,3,2,PillShooter,0,Med R,red,5,5,5
2,Ep,Test,11/11/2019 2:07,1,3,220,3,2,PillShooter,0,Med B,blue,25,11,7
2,Ep,Test,11/11/2019 2:07,1,3,220,3,3,PillShooter,0,Med B,blue,25,2,2
3,test,test,11/11/2019 18:21,1,1,429,0,1,PillShooter,0,Med R,red,15,11,9
3,test,test,11/11/2019 18:21,1,1,429,0,1,PillShooter,0,Med B,blue,5,6,4
4,test,test,11/11/2019 18:22,1,1,270,3,1,PillShooter,0,Med R,red,15,11,10
4,test,test,11/11/2019 18:22,1,1,270,3,1,PillShooter,0,Med B,blue,5,6,4
4,test,test,11/11/2019 18:22,1,1,270,3,3,PillShooter,0,Med R,red,15,1,1
4,test,test,11/11/2019 18:22,1,1,270,3,2,PillShooter,0,Med R,red,15,6,4
4,test,test,11/11/2019 18:22,1,1,270,3,2,PillShooter,0,Med B,blue,5,1,1
4,test,test,11/11/2019 18:22,1,2,330,3,1,PillShooter,0,Med R,red,10,10,10
4,test,test,11/11/2019 18:22,1,2,330,3,1,PillShooter,0,Med B,blue,10,10,9
4,test,test,11/11/2019 18:22,1,2,330,3,2,PillShooter,0,Med B,blue,10,1,1
4,test,test,11/11/2019 18:22,1,3,400,3,1,PillShooter,0,Med R,red,5,5,5
4,test,test,11/11/2019 18:22,1,3,400,3,1,PillShooter,0,Med B,blue,25,15,14
4,test,test,11/11/2019 18:22,1,3,400,3,2,PillShooter,0,Med B,blue,25,5,3
4,test,test,11/11/2019 18:22,1,3,400,3,2,PillShooter,0,Med B,blue,25,10,8
5,RK,RK,11/11/2019 20:18,1,1,267,2,2,PillShooter,0,Med R,red,15,10,8
5,RK,RK,11/11/2019 20:18,1,1,267,2,2,PillShooter,0,Med B,blue,5,5,4
5,RK,RK,11/11/2019 20:18,1,1,267,2,3,PillShooter,0,Med R,red,15,6,5
5,RK,RK,11/11/2019 20:18,1,1,267,2,3,PillShooter,0,Med R,red,15,2,1
5,RK,RK,11/11/2019 20:18,1,1,267,2,4,PillShooter,0,Med B,blue,5,1,1
5,RK,RK,11/11/2019 20:18,1,2,147,2,2,PillShooter,0,Med R,red,10,5,4
5,RK,RK,11/11/2019 20:18,1,2,147,2,2,PillShooter,0,Med B,blue,10,10,6
5,RK,RK,11/11/2019 20:18,1,2,147,2,4,PillShooter,0,Med B,blue,10,4,4
5,RK,RK,11/11/2019 20:18,1,2,147,2,1,PillShooter,0,Med R,red,10,4,3
5,RK,RK,11/11/2019 20:18,1,2,147,2,1,PillShooter,0,Med R,red,10,5,3
5,RK,RK,11/11/2019 20:18,1,3,117,2,2,PillShooter,0,Med R,red,5,5,4
5,RK,RK,11/11/2019 20:18,1,3,117,2,2,PillShooter,0,Med R,red,5,1,1
5,RK,RK,11/11/2019 20:18,1,3,117,2,4,PillShooter,0,Med B,blue,25,8,8
5,RK,RK,11/11/2019 20:18,1,3,117,2,1,PillShooter,0,Med B,blue,25,6,4
5,RK,RK,11/11/2019 20:18,1,3,117,2,1,PillShooter,0,Med B,blue,25,14,13
6,,,11/12/2019 3:23,2,1,108,0,4,PillShooter,0,Med R,purple,20,13,3
6,,,11/12/2019 3:23,2,1,108,0,4,PillShooter,0,Med R,purple,20,12,3
6,,,11/12/2019 3:23,2,1,108,0,3,PillShooter,0,Med B,purple,20,4,4
6,,,11/12/2019 3:23,2,1,108,0,3,PillShooter,0,Med B,purple,20,1,1
6,,,11/12/2019 3:23,2,1,108,0,2,PillShooter,0,Med R,purple,20,10,3
6,,,11/12/2019 3:23,2,1,108,0,2,PillShooter,0,Med B,purple,20,2,2
7,,,11/12/2019 3:25,2,1,105,0,4,PillShooter,0,Med R,purple,20,14,2
7,,,11/12/2019 3:25,2,1,105,0,4,PillShooter,0,Med B,purple,20,4,2
7,,,11/12/2019 3:25,2,1,105,0,3,PillShooter,0,Med B,purple,20,3,3
7,,,11/12/2019 3:25,2,1,105,0,3,PillShooter,0,Med B,purple,20,4,4
7,,,11/12/2019 3:25,2,1,105,0,2,PillShooter,0,Med R,purple,20,9,0
7,,,11/12/2019 3:25,2,1,105,0,2,PillShooter,0,Med R,purple,20,11,4
8,test,test,11/13/2019 17:51,1,1,290,3,1,PillShooter,0,Med R,red,30,18,14
8,test,test,11/13/2019 17:51,1,1,290,3,1,PillShooter,0,Med R,blue,10,2,1
8,test,test,11/13/2019 17:51,1,1,290,3,1,PillShooter,0,Med B,red,30,8,6
8,test,test,11/13/2019 17:51,1,1,290,3,1,PillShooter,0,Med B,blue,10,9,7
8,test,test,11/13/2019 17:51,1,1,290,3,2,PillShooter,0,Med R,red,30,11,8
8,test,test,11/13/2019 17:51,1,1,290,3,2,PillShooter,0,Med B,red,30,2,2
8,test,test,11/13/2019 17:51,1,1,290,3,2,PillShooter,0,Med B,blue,10,2,1
8,test,test,11/13/2019 17:51,1,1,290,3,3,PillShooter,0,Med B,blue,10,1,1
8,test,test,11/13/2019 17:51,1,2,410,3,1,PillShooter,0,Med R,red,20,13,7
8,test,test,11/13/2019 17:51,1,2,410,3,1,PillShooter,0,Med R,blue,20,5,3
8,test,test,11/13/2019 17:51,1,2,410,3,1,PillShooter,0,Med B,red,20,2,2
8,test,test,11/13/2019 17:51,1,2,410,3,1,PillShooter,0,Med B,blue,20,17,11
8,test,test,11/13/2019 17:51,1,2,410,3,2,PillShooter,0,Med R,red,20,9,7
8,test,test,11/13/2019 17:51,1,2,410,3,2,PillShooter,0,Med R,blue,20,3,1
8,test,test,11/13/2019 17:51,1,2,410,3,2,PillShooter,0,Med B,red,20,2,1
8,test,test,11/13/2019 17:51,1,2,410,3,2,PillShooter,0,Med B,blue,20,8,5
8,test,test,11/13/2019 17:51,1,2,410,3,3,PillShooter,0,Med R,red,20,4,2
8,test,test,11/13/2019 17:51,1,2,410,3,3,PillShooter,0,Med B,red,20,2,1
8,test,test,11/13/2019 17:51,1,3,570,3,1,PillShooter,0,Med R,red,10,12,9
8,test,test,11/13/2019 17:51,1,3,570,3,1,PillShooter,0,Med R,blue,50,9,7
8,test,test,11/13/2019 17:51,1,3,570,3,1,PillShooter,0,Med B,blue,50,25,23
8,test,test,11/13/2019 17:51,1,3,570,3,2,PillShooter,0,Med B,blue,50,15,11
8,test,test,11/13/2019 17:51,1,3,570,3,2,PillShooter,0,Med B,blue,50,14,9
8,test,test,11/13/2019 17:51,1,3,570,3,3,PillShooter,0,Med R,red,10,1,1
9,test,test,11/13/2019 17:52,2,1,111,0,4,PillShooter,0,Med R,purple,20,15,3
9,test,test,11/13/2019 17:52,2,1,111,0,4,PillShooter,0,Med B,purple,20,4,4
9,test,test,11/13/2019 17:52,2,1,111,0,1,PillShooter,0,Med R,purple,20,10,3
9,test,test,11/13/2019 17:52,2,1,111,0,1,PillShooter,0,Med B,purple,20,1,1
9,test,test,11/13/2019 17:52,2,1,111,0,2,PillShooter,0,Med R,purple,20,10,3
9,test,test,11/13/2019 17:52,2,1,111,0,2,PillShooter,0,Med B,purple,20,5,3
10,test,test,11/13/2019 17:53,2,1,114,1,4,PillShooter,0,Med R,purple,20,14,4
10,test,test,11/13/2019 17:53,2,1,114,1,4,PillShooter,0,Med R,purple,20,12,3
10,test,test,11/13/2019 17:53,2,1,114,1,3,PillShooter,0,Med R,purple,20,8,2
10,test,test,11/13/2019 17:53,2,1,114,1,3,PillShooter,0,Med B,purple,20,5,5
10,test,test,11/13/2019 17:53,2,1,114,1,2,PillShooter,0,Med R,purple,20,5,2
10,test,test,11/13/2019 17:53,2,1,114,1,2,PillShooter,0,Med R,purple,20,9,2
10,test,test,11/13/2019 17:53,2,2,159,0,4,PillShooter,0,Med R,purple,20,28,7
10,test,test,11/13/2019 17:53,2,2,159,0,4,PillShooter,0,Med R,purple,20,24,5
10,test,test,11/13/2019 17:53,2,2,159,0,3,PillShooter,0,Med R,purple,20,16,2
10,test,test,11/13/2019 17:53,2,2,159,0,3,PillShooter,0,Med B,purple,20,11,11
10,test,test,11/13/2019 17:53,2,2,159,0,2,PillShooter,0,Med R,purple,20,15,4
10,test,test,11/13/2019 17:53,2,2,159,0,2,PillShooter,0,Med R,purple,20,19,4
11,test,test,11/13/2019 17:54,2,1,96,0,4,PillShooter,0,Med R,purple,20,14,2
11,test,test,11/13/2019 17:54,2,1,96,0,4,PillShooter,0,Med R,purple,20,15,3
11,test,test,11/13/2019 17:54,2,1,96,0,3,PillShooter,0,Med R,purple,20,9,2
11,test,test,11/13/2019 17:54,2,1,96,0,3,PillShooter,0,Med R,purple,20,10,2
11,test,test,11/13/2019 17:54,2,1,96,0,2,PillShooter,0,Med R,purple,20,11,2
11,test,test,11/13/2019 17:54,2,1,96,0,2,PillShooter,0,Med R,purple,20,9,1
12,,,11/14/2019 5:06,1,1,144,1,1,Round,0,Med R,red,30,14,10
12,,,11/14/2019 5:06,1,1,144,1,1,Round,0,Med R,blue,10,1,1
12,,,11/14/2019 5:06,1,1,144,1,1,Square,0,Med B,red,30,10,4
12,,,11/14/2019 5:06,1,1,144,1,1,Square,0,Med B,blue,10,6,4
12,,,11/14/2019 5:06,1,1,144,1,2,Square,0,Med B,red,30,7,6
12,,,11/14/2019 5:06,1,1,144,1,2,Square,0,Med B,blue,10,3,3
12,,,11/14/2019 5:06,1,1,144,1,2,Square,0,Med B,red,30,2,2
12,,,11/14/2019 5:06,1,1,144,1,2,Square,0,Med B,blue,10,3,2
12,,,11/14/2019 5:06,1,1,144,1,3,Round,0,Med R,red,30,3,2
12,,,11/14/2019 5:06,1,1,144,1,3,Round,0,Med R,red,30,4,2
12,,,11/14/2019 5:06,1,1,144,1,4,Round,0,Med R,red,30,2,2
12,,,11/14/2019 5:06,1,2,264,1,1,Round,0,Med R,red,20,16,15
12,,,11/14/2019 5:06,1,2,264,1,1,Round,0,Med R,blue,20,1,1
12,,,11/14/2019 5:06,1,2,264,1,1,Square,0,Med B,red,20,3,1
12,,,11/14/2019 5:06,1,2,264,1,1,Square,0,Med B,blue,20,13,11
12,,,11/14/2019 5:06,1,2,264,1,2,Square,0,Med B,blue,20,6,6
12,,,11/14/2019 5:06,1,2,264,1,2,Square,0,Med B,red,20,1,1
12,,,11/14/2019 5:06,1,2,264,1,2,Square,0,Med B,blue,20,3,2
12,,,11/14/2019 5:06,1,2,264,1,3,Round,0,Med R,red,20,1,1
12,,,11/14/2019 5:06,1,2,264,1,3,Round,0,Med R,red,20,2,2
12,,,11/14/2019 5:06,1,3,444,1,1,Round,0,Med R,red,10,9,8
12,,,11/14/2019 5:06,1,3,444,1,1,Round,0,Med R,blue,50,12,6
12,,,11/14/2019 5:06,1,3,444,1,1,Square,0,Med B,red,10,1,1
12,,,11/14/2019 5:06,1,3,444,1,1,Square,0,Med B,blue,50,25,19
12,,,11/14/2019 5:06,1,3,444,1,2,Square,0,Med B,red,10,1,1
12,,,11/14/2019 5:06,1,3,444,1,2,Square,0,Med B,blue,50,19,15
12,,,11/14/2019 5:06,1,3,444,1,2,Square,0,Med B,blue,50,10,9
12,,,11/14/2019 5:06,1,3,444,1,4,Square,0,Med B,blue,50,1,1
13,Liam,test,11/15/2019 4:09,2B,1,67,0,4,Square,0,Med B,purple,20,5,3
13,Liam,test,11/15/2019 4:09,2B,1,67,0,4,Square,0,Med R,purple,20,15,1
13,Liam,test,11/15/2019 4:09,2B,1,67,0,2,Round,0,Med R,purple,20,10,0
13,Liam,test,11/15/2019 4:09,2B,1,67,0,2,Round,0,Med R,purple,20,11,1
13,Liam,test,11/15/2019 4:09,2B,1,67,0,1,Square,0,Med B,purple,20,1,1
13,Liam,test,11/15/2019 4:09,2B,1,67,0,1,Square,0,Med B,purple,20,3,3
14,Liam,Test,11/17/2019 19:46,1,1,280,3,1,Round,0,Med R,red,30,8,7
14,Liam,Test,11/17/2019 19:46,1,1,280,3,1,Round,0,Med R,blue,10,3,1
14,Liam,Test,11/17/2019 19:46,1,1,280,3,2,Square,0,Med B,red,30,3,2
14,Liam,Test,11/17/2019 19:46,1,1,280,3,2,Square,0,Med B,red,30,11,9
14,Liam,Test,11/17/2019 19:46,1,1,280,3,2,Square,0,Med B,blue,10,5,5
14,Liam,Test,11/17/2019 19:46,1,1,280,3,3,Round,0,Med R,blue,10,2,1
14,Liam,Test,11/17/2019 19:46,1,1,280,3,3,Square,0,Med B,blue,10,1,0
14,Liam,Test,11/17/2019 19:46,1,1,280,3,1,Square,1,Med B,red,30,15,11
14,Liam,Test,11/17/2019 19:46,1,1,280,3,1,Square,1,Med B,blue,10,4,3
14,Liam,Test,11/17/2019 19:46,1,2,350,3,1,Round,0,Med R,red,20,8,7
14,Liam,Test,11/17/2019 19:46,1,2,350,3,1,Round,0,Med R,blue,20,11,5
14,Liam,Test,11/17/2019 19:46,1,2,350,3,2,Square,0,Med B,red,20,3,2
14,Liam,Test,11/17/2019 19:46,1,2,350,3,2,Square,0,Med B,blue,20,4,3
14,Liam,Test,11/17/2019 19:46,1,2,350,3,1,Square,1,Med B,red,20,9,7
14,Liam,Test,11/17/2019 19:46,1,2,350,3,1,Square,1,Med B,blue,20,9,7
14,Liam,Test,11/17/2019 19:46,1,2,350,3,2,Round,1,Med R,red,20,3,2
14,Liam,Test,11/17/2019 19:46,1,2,350,3,2,Round,1,Med R,blue,20,4,4
14,Liam,Test,11/17/2019 19:46,1,3,530,3,1,Round,0,Med R,red,10,4,4
14,Liam,Test,11/17/2019 19:46,1,3,530,3,1,Round,0,Med R,blue,50,14,5
14,Liam,Test,11/17/2019 19:46,1,3,530,3,2,Square,0,Med B,red,10,4,2
14,Liam,Test,11/17/2019 19:46,1,3,530,3,2,Square,0,Med B,blue,50,10,7
14,Liam,Test,11/17/2019 19:46,1,3,530,3,1,Square,1,Med B,red,10,4,2
14,Liam,Test,11/17/2019 19:46,1,3,530,3,1,Square,1,Med B,blue,50,26,22
14,Liam,Test,11/17/2019 19:46,1,3,530,3,2,Round,1,Med R,red,10,2,2
14,Liam,Test,11/17/2019 19:46,1,3,530,3,2,Round,1,Med R,blue,50,22,16
15,Liam,Test,11/17/2019 19:48,2,1,70,3,4,Square,0,Med B,purple,20,10,4
15,Liam,Test,11/17/2019 19:48,2,1,70,3,4,Round,1,Med R,purple,20,11,8
15,Liam,Test,11/17/2019 19:48,2,1,70,3,3,Round,0,Med R,purple,20,4,3
15,Liam,Test,11/17/2019 19:48,2,1,70,3,3,Square,0,Med B,purple,20,9,5
15,Liam,Test,11/17/2019 19:48,2,2,130,3,4,Square,0,Med B,purple,20,22,12
15,Liam,Test,11/17/2019 19:48,2,2,130,3,4,Round,1,Med R,purple,20,22,18
15,Liam,Test,11/17/2019 19:48,2,2,130,3,3,Round,0,Med R,purple,20,4,3
15,Liam,Test,11/17/2019 19:48,2,2,130,3,3,Square,0,Med B,purple,20,12,7
15,Liam,Test,11/17/2019 19:48,2,3,220,3,4,Square,0,Med B,purple,30,37,19
15,Liam,Test,11/17/2019 19:48,2,3,220,3,4,Round,1,Med R,purple,30,37,32
15,Liam,Test,11/17/2019 19:48,2,3,220,3,3,Round,0,Med R,purple,30,7,6
15,Liam,Test,11/17/2019 19:48,2,3,220,3,3,Square,0,Med B,purple,30,21,13
15,Liam,Test,11/17/2019 19:48,2,4,325,3,4,Square,0,Med B,purple,35,58,35
15,Liam,Test,11/17/2019 19:48,2,4,325,3,4,Round,1,Med R,purple,35,53,44
15,Liam,Test,11/17/2019 19:48,2,4,325,3,3,Round,0,Med R,purple,35,10,6
15,Liam,Test,11/17/2019 19:48,2,4,325,3,3,Square,0,Med B,purple,35,29,18
15,Liam,Test,11/17/2019 19:48,2,4,325,3,2,Square,0,Med B,purple,35,2,2
15,Liam,Test,11/17/2019 19:48,2,5,490,3,4,Square,0,Med B,purple,55,82,51
15,Liam,Test,11/17/2019 19:48,2,5,490,3,4,Round,1,Med R,purple,55,78,66
15,Liam,Test,11/17/2019 19:48,2,5,490,3,3,Round,0,Med R,purple,55,19,12
15,Liam,Test,11/17/2019 19:48,2,5,490,3,3,Square,0,Med B,purple,55,47,27
15,Liam,Test,11/17/2019 19:48,2,5,490,3,2,Square,0,Med B,purple,55,4,4
16,Liam,Test,11/17/2019 19:52,2B,1,230,3,4,Round,0,Med R,purple,20,10,9
16,Liam,Test,11/17/2019 19:52,2B,1,230,3,3,Square,0,Med B,purple,20,1,0
16,Liam,Test,11/17/2019 19:52,2B,1,230,3,3,Square,0,Med R,purple,20,2,1
16,Liam,Test,11/17/2019 19:52,2B,1,230,3,4,Round,2,Med B,purple,20,11,10
16,Liam,Test,11/17/2019 19:52,2B,2,290,3,4,Round,0,Med R,purple,20,20,17
16,Liam,Test,11/17/2019 19:52,2B,2,290,3,3,Square,0,Med B,purple,20,1,0
16,Liam,Test,11/17/2019 19:52,2B,2,290,3,3,Square,0,Med R,purple,20,4,3
16,Liam,Test,11/17/2019 19:52,2B,2,290,3,4,Round,2,Med B,purple,20,22,20
16,Liam,Test,11/17/2019 19:52,2B,3,380,3,4,Round,0,Med R,purple,30,36,31
16,Liam,Test,11/17/2019 19:52,2B,3,380,3,3,Square,0,Med B,purple,30,1,0
16,Liam,Test,11/17/2019 19:52,2B,3,380,3,3,Square,0,Med R,purple,30,7,6
16,Liam,Test,11/17/2019 19:52,2B,3,380,3,4,Round,2,Med B,purple,30,37,33
16,Liam,Test,11/17/2019 19:52,2B,4,485,3,4,Round,0,Med R,purple,35,52,46
16,Liam,Test,11/17/2019 19:52,2B,4,485,3,3,Square,0,Med B,purple,35,1,0
16,Liam,Test,11/17/2019 19:52,2B,4,485,3,3,Square,0,Med R,purple,35,12,10
16,Liam,Test,11/17/2019 19:52,2B,4,485,3,4,Round,2,Med B,purple,35,54,49
16,Liam,Test,11/17/2019 19:52,2B,5,650,3,4,Round,0,Med R,purple,55,78,68
16,Liam,Test,11/17/2019 19:52,2B,5,650,3,3,Square,0,Med B,purple,55,2,1
16,Liam,Test,11/17/2019 19:52,2B,5,650,3,3,Square,0,Med R,purple,55,21,18
16,Liam,Test,11/17/2019 19:52,2B,5,650,3,4,Round,2,Med B,purple,55,81,73
17,Liam,Test,11/17/2019 19:54,2B,1,160,3,4,Square,0,Med B,purple,20,5,3
17,Liam,Test,11/17/2019 19:54,2B,1,160,3,4,Square,0,Med R,purple,20,6,6
17,Liam,Test,11/17/2019 19:54,2B,1,160,3,3,Round,0,Med R,purple,20,4,3
17,Liam,Test,11/17/2019 19:54,2B,1,160,3,3,Round,2,Med B,purple,20,8,8
17,Liam,Test,11/17/2019 19:54,2B,2,220,3,4,Square,0,Med B,purple,20,12,6
17,Liam,Test,11/17/2019 19:54,2B,2,220,3,4,Square,0,Med R,purple,20,12,12
17,Liam,Test,11/17/2019 19:54,2B,2,220,3,3,Round,0,Med R,purple,20,13,11
17,Liam,Test,11/17/2019 19:54,2B,2,220,3,3,Round,2,Med B,purple,20,11,11
17,Liam,Test,11/17/2019 19:54,2B,3,310,3,4,Square,0,Med B,purple,30,23,14
17,Liam,Test,11/17/2019 19:54,2B,3,310,3,4,Square,0,Med R,purple,30,18,17
17,Liam,Test,11/17/2019 19:54,2B,3,310,3,3,Round,0,Med R,purple,30,21,18
17,Liam,Test,11/17/2019 19:54,2B,3,310,3,3,Round,2,Med B,purple,30,23,21
17,Liam,Test,11/17/2019 19:54,2B,4,415,3,4,Square,0,Med B,purple,35,37,20
17,Liam,Test,11/17/2019 19:54,2B,4,415,3,4,Square,0,Med R,purple,35,27,24
17,Liam,Test,11/17/2019 19:54,2B,4,415,3,3,Round,0,Med R,purple,35,37,28
17,Liam,Test,11/17/2019 19:54,2B,4,415,3,3,Round,2,Med B,purple,35,36,33
17,Liam,Test,11/17/2019 19:54,2B,5,580,3,4,Square,0,Med B,purple,55,55,30
17,Liam,Test,11/17/2019 19:54,2B,5,580,3,4,Square,0,Med R,purple,55,38,33
17,Liam,Test,11/17/2019 19:54,2B,5,580,3,3,Round,0,Med R,purple,55,62,48
17,Liam,Test,11/17/2019 19:54,2B,5,580,3,3,Round,2,Med B,purple,55,53,49
18,,,11/17/2019 19:58,2B,1,300,3,4,Round,0,Med R,purple,20,8,8
18,,,11/17/2019 19:58,2B,1,300,3,4,Round,0,Med R,purple,20,6,5
18,,,11/17/2019 19:58,2B,1,300,3,3,Square,0,Med B,purple,20,4,3
18,,,11/17/2019 19:58,2B,1,300,3,3,Square,0,Med B,purple,20,8,4
18,,,11/17/2019 19:58,2B,2,320,3,4,Round,0,Med R,purple,20,19,18
18,,,11/17/2019 19:58,2B,2,320,3,4,Round,0,Med B,purple,20,12,8
18,,,11/17/2019 19:58,2B,2,320,3,3,Square,0,Med B,purple,20,7,4
18,,,11/17/2019 19:58,2B,2,320,3,3,Square,0,Med R,purple,20,17,10
18,,,11/17/2019 19:58,2B,3,410,3,4,Round,0,Med R,purple,30,33,31
18,,,11/17/2019 19:58,2B,3,410,3,4,Round,0,Med B,purple,30,23,13
18,,,11/17/2019 19:58,2B,3,410,3,3,Square,0,Med B,purple,30,11,7
18,,,11/17/2019 19:58,2B,3,410,3,3,Square,0,Med R,purple,30,30,19
18,,,11/17/2019 19:58,2B,4,512,2,4,Round,0,Med R,purple,35,47,40
18,,,11/17/2019 19:59,2B,4,512,2,4,Round,0,Med B,purple,35,39,21
18,,,11/17/2019 19:59,2B,4,512,2,3,Square,0,Med B,purple,35,27,14
18,,,11/17/2019 19:59,2B,4,512,2,3,Square,0,Med R,purple,35,41,29
18,,,11/17/2019 19:59,2B,5,317,2,4,Round,0,Med R,purple,55,73,62
18,,,11/17/2019 19:59,2B,5,317,2,4,Round,0,Med B,purple,55,57,26
18,,,11/17/2019 19:59,2B,5,317,2,3,Square,0,Med B,purple,55,32,16
18,,,11/17/2019 19:59,2B,5,317,2,3,Square,0,Med R,purple,55,65,48
18,,,11/17/2019 19:59,2B,5,317,2,1,Round,0,Med R,purple,55,1,1
18,,,11/17/2019 19:59,2B,5,317,2,1,Square,0,Med B,purple,55,3,2
18,,,11/17/2019 19:59,2B,5,317,2,2,Round,0,Med R,purple,55,2,2
18,,,11/17/2019 19:59,2B,5,317,2,2,Square,0,Med B,purple,55,4,2
19,,,11/17/2019 20:04,2B,1,120,3,4,Round,0,Med R,purple,20,10,7
19,,,11/17/2019 20:04,2B,1,120,3,4,Square,0,Med B,purple,20,8,4
19,,,11/17/2019 20:04,2B,1,120,3,3,Round,0,Med R,purple,20,9,7
19,,,11/17/2019 20:04,2B,1,120,3,3,Square,0,Med B,purple,20,7,2
19,,,11/17/2019 20:04,2B,2,180,3,4,Round,0,Med R,purple,20,18,12
19,,,11/17/2019 20:04,2B,2,180,3,4,Square,0,Med B,purple,20,17,11
19,,,11/17/2019 20:04,2B,2,180,3,3,Round,0,Med R,purple,20,13,11
19,,,11/17/2019 20:04,2B,2,180,3,3,Square,0,Med B,purple,20,15,6
19,,,11/17/2019 20:04,2B,3,270,3,4,Round,0,Med R,purple,30,31,24
19,,,11/17/2019 20:04,2B,3,270,3,4,Square,0,Med B,purple,30,28,17
19,,,11/17/2019 20:04,2B,3,270,3,3,Round,0,Med R,purple,30,17,12
19,,,11/17/2019 20:04,2B,3,270,3,3,Square,0,Med B,purple,30,27,14
19,,,11/17/2019 20:04,2B,3,270,3,2,Square,0,Med B,purple,30,3,3
19,,,11/17/2019 20:04,2B,4,375,3,4,Round,0,Med R,purple,35,45,35
19,,,11/17/2019 20:04,2B,4,375,3,4,Square,0,Med B,purple,35,44,26
19,,,11/17/2019 20:04,2B,4,375,3,3,Round,0,Med R,purple,35,22,16
19,,,11/17/2019 20:04,2B,4,375,3,3,Square,0,Med B,purple,35,41,23
19,,,11/17/2019 20:04,2B,4,375,3,2,Square,0,Med B,purple,35,5,5
19,,,11/17/2019 20:04,2B,5,540,3,4,Round,0,Med R,purple,55,67,53
19,,,11/17/2019 20:04,2B,5,540,3,4,Square,0,Med B,purple,55,61,36
19,,,11/17/2019 20:04,2B,5,540,3,3,Round,0,Med R,purple,55,33,26
19,,,11/17/2019 20:04,2B,5,540,3,3,Square,0,Med B,purple,55,63,37
19,,,11/17/2019 20:04,2B,5,540,3,2,Round,0,Med R,purple,55,2,2
19,,,11/17/2019 20:04,2B,5,540,3,2,Square,0,Med B,purple,55,8,6
20,,,11/17/2019 20:07,2B,1,120,3,4,Round,0,Med R,purple,20,7,4
20,,,11/17/2019 20:07,2B,1,120,3,4,Square,0,Med B,purple,20,11,7
20,,,11/17/2019 20:07,2B,1,120,3,3,Round,0,Med R,purple,20,3,3
20,,,11/17/2019 20:07,2B,1,120,3,3,Square,0,Med B,purple,20,9,6
20,,,11/17/2019 20:07,2B,2,180,3,4,Round,0,Med R,purple,20,16,11
20,,,11/17/2019 20:07,2B,2,180,3,4,Square,0,Med B,purple,20,15,10
20,,,11/17/2019 20:07,2B,2,180,3,3,Round,0,Med R,purple,20,12,9
